transaction_id,transaction_date,sender_id,receiver_id,origin_country,destination_country,sender_bank,receiver_bank,currency,amount_usd,transaction_type,customer_segment,purpose_code,risk_rating,corridor,country_pair,transaction_day,transaction_week,transaction_month,log_amount_usd,risk_rating_num,entity_baseline_count,entity_baseline_median,entity_baseline_mad,peer_baseline_count,peer_baseline_median,peer_baseline_mad,entity_baseline_z,peer_baseline_z,baseline_score,rolling_median_amount,rolling_mean_amount,rolling_std_amount,rolling_txn_count,rolling_total_amount,rolling_amount_ratio,rolling_z,rolling_score,daily_amount_ratio,daily_count_ratio,daily_change_score,weekly_amount_ratio,weekly_count_ratio,weekly_change_score,monthly_amount_ratio,monthly_count_ratio,monthly_change_score,change_score,risk_context_score,anomaly_score,severity,is_alert,reason_codes,recommended_action
TXN000827,2025-04-12,CUST_A103,RCV_B201,USA,ARE,Atlantic Bank,Mercury Trust,USD,153354.52,Trade Finance,NBFI,Services,High,USA->ARE,USA->ARE,2025-04-12,2025-04-07,2025-04-01,11.940514164981936,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,0.14100787969324236,0.14100787969324236,1.41,117272.85,149320.53695652174,89436.13924059203,23.0,3434372.35,1.3076728330555623,0.04510461965074808,4.4,1.8237112614270463,3.0,40.0,2.097893621675278,1.6666666666666667,21.96,0.9293869137845561,0.7777777777777778,0.0,40.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000832,2025-04-12,CUST_A103,RCV_B205,USA,ZAF,Harbor Bank,Mercury Trust,USD,93257.75,Trade Finance,NBFI,Invoice Payment,High,USA->ZAF,USA->ZAF,2025-04-12,2025-04-07,2025-04-01,11.44313316688411,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,0.3856308768145697,0.3856308768145697,3.86,109610.56,140606.44960000002,86462.03302285452,25.0,3515161.24,0.8508099037173061,0.5476241761223025,6.85,1.186050634621076,1.0,3.72,2.186134699877616,1.5,23.72,3.605440988097301,1.8333333333333333,52.11,52.11,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000805,2025-04-10,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Harbor Bank,USD,78628.81,Trade Finance,NBFI,Capital Goods,High,USA->ZAF,USA->ZAF,2025-04-10,2025-04-07,2025-04-01,11.272506168602126,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,0.6308847358664649,0.6308847358664649,6.31,115268.57,143188.85125,87295.1888450847,24.0,3436532.43,0.682135728759366,0.7395601304508223,9.24,0.27980767246171134,1.0,0.0,2.186134699877616,1.5,23.72,3.605440988097301,1.8333333333333333,52.11,52.11,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000796,2025-04-09,CUST_A103,RCV_B205,USA,ZAF,Mercury Trust,Harbor Bank,USD,281010.2,Wire,NBFI,Services,High,USA->ZAF,USA->ZAF,2025-04-09,2025-04-07,2025-04-01,12.546149805172833,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,2.762034839836671,2.762034839836671,27.62,109610.56,137196.61869565217,84202.19406106662,23.0,3155522.23,2.5637146639885793,1.707955272519963,22.34,1.930306644526876,1.0,18.61,2.186134699877616,1.5,23.72,3.605440988097301,1.8333333333333333,52.11,52.11,65.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High; High-value cross-border transfer,No immediate action; retain for monitoring and periodic review.
TXN000803,2025-04-09,CUST_A103,RCV_B206,USA,ARE,Atlantic Bank,Harbor Bank,USD,342702.74,Wire,NBFI,Invoice Payment,High,USA->ARE,USA->ARE,2025-04-09,2025-04-07,2025-04-01,12.744621621138428,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,2.102834053786276,2.102834053786276,21.03,104600.465,135131.65,82873.2856758239,20.0,2702633.0,3.2763022611801964,2.5046803479224593,32.52,5.302851029452019,1.0,86.06,2.097893621675278,1.6666666666666667,21.96,0.9293869137845561,0.7777777777777778,0.0,86.06,65.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High; High-value cross-border transfer,No immediate action; retain for monitoring and periodic review.
TXN000793,2025-04-08,CUST_A106,RCV_B204,USA,RUS,Harbor Bank,Mercury Trust,USD,7240.14,Trade Finance,SME,Family Support,Medium,USA->RUS,USA->RUS,2025-04-08,2025-04-07,2025-04-01,8.887533931547999,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,1.0516704508031762,0.9902740620032405,10.52,13658.744999999999,14705.526875,7151.277821246109,16.0,235288.43,0.5300735902163779,1.043923486348228,13.05,0.9751936543597991,1.0,0.0,0.6593829169178209,1.0,0.0,0.6154223874528814,0.6,0.0,0.0,50.0,45.0,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000778,2025-04-06,CUST_A103,RCV_B204,USA,DEU,Mercury Trust,Atlantic Bank,USD,125038.16,Trade Finance,NBFI,Family Support,High,USA->DEU,USA->DEU,2025-04-06,2025-03-31,2025-04-01,11.736382247222506,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,0.07098144694314214,0.07098144694314214,0.71,149455.47,189412.4138095238,152206.2838632489,21.0,3977660.69,0.8366248488596637,0.4229408417024453,5.29,0.8366248488596637,1.0,0.0,0.2355182515350741,0.4,0.0,0.49677364029854537,0.6666666666666666,0.0,0.0,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000758,2025-04-03,CUST_A101,RCV_B201,USA,RUS,Harbor Bank,Harbor Bank,USD,99660.09,Trade Finance,Corporate,Services,Medium,USA->RUS,USA->RUS,2025-04-03,2025-03-31,2025-04-01,11.509530608962018,1,49,81113.34,27431.65000000001,86,80558.525,26703.284999999996,0.45603464884540285,0.48248766369006674,4.56,81113.34,85770.8314814815,36094.553195238295,27.0,2315812.45,1.228652278404514,0.384802062610123,4.81,1.5415665742387534,1.0,10.83,0.49089076371996176,0.6,0.0,0.8722512434839108,0.9,0.0,10.83,50.0,45.0,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000742,2025-04-02,CUST_A103,RCV_B206,USA,GBR,Atlantic Bank,Harbor Bank,USD,98895.93,Trade Finance,NBFI,Invoice Payment,High,USA->GBR,USA->GBR,2025-04-02,2025-03-31,2025-04-01,11.501833475672992,2,35,128672.26,40700.76999999999,35,128672.26,40700.76999999999,0.49345834452272047,0.49345834452272047,4.93,129107.005,141861.8695,59848.69136391592,20.0,2837237.39,0.7659997224782651,0.7179094232610925,8.97,0.8414250157358909,1.0,0.0,0.8414250157358909,1.0,0.0,2.0996567270502453,1.25,21.99,21.99,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000732,2025-04-01,CUST_A103,RCV_B203,USA,DEU,Atlantic Bank,Continental Finance,USD,149455.47,Trade Finance,NBFI,Capital Goods,High,USA->DEU,USA->DEU,2025-04-01,2025-03-31,2025-04-01,11.914760458845937,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,0.3424334941778679,0.3424334941778679,3.42,149111.475,191410.261,155696.08610529208,20.0,3828205.22,1.002306965309008,0.2694659323139785,3.37,0.6307340095156533,1.0,0.0,0.2355182515350741,0.4,0.0,0.49677364029854537,0.6666666666666666,0.0,0.0,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000739,2025-04-01,CUST_A103,RCV_B204,GBR,USA,Harbor Bank,Continental Finance,USD,125250.15,Trade Finance,NBFI,Invoice Payment,High,GBR->USA,GBR->USA,2025-04-01,2025-03-31,2025-04-01,11.738076200541688,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,0.2925736882573482,0.2925736882573482,2.93,108877.04,110493.55526315789,40222.2842045996,19.0,2099377.55,1.150381659898175,0.3668760993726612,4.59,2.1367023079921696,2.0,22.73,0.8784091454712607,1.0,0.0,1.8337900571677852,1.5,16.68,22.73,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000716,2025-03-31,CUST_A103,RCV_B202,USA,RUS,Mercury Trust,Harbor Bank,USD,105191.52,ACH,NBFI,Intercompany Transfer,High,USA->RUS,USA->RUS,2025-03-31,2025-03-31,2025-03-01,11.563547474096236,2,41,107795.87,29431.67,41,107795.87,29431.67,0.059685164824150115,0.059685164824150115,0.6,93747.88,147036.63826086957,103756.86780905892,23.0,3381842.68,1.1220682537034437,0.4032997443395849,5.04,0.23129637225710578,1.0,0.0,1.535538090174766,0.6666666666666666,10.71,0.9413356188251384,0.875,0.0,10.71,60.0,45.0,Low,False,Customer risk rating is High; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000711,2025-03-30,CUST_A103,RCV_B202,USA,ZAF,Harbor Bank,Mercury Trust,USD,145578.01,Trade Finance,NBFI,Capital Goods,High,USA->ZAF,USA->ZAF,2025-03-30,2025-03-24,2025-03-01,11.888474242264458,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,0.4915171374365319,0.4915171374365319,4.92,104144.065,136815.64636363636,86075.2253844528,22.0,3009944.22,1.3978521963781614,0.10179890435635541,5.68,2.363670386383722,1.0,27.27,1.7469639046660541,1.0,14.94,0.5547647183685366,1.0,0.0,27.27,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000691,2025-03-28,CUST_A103,RCV_B204,USA,ARE,Mercury Trust,Harbor Bank,USD,64626.13,Trade Finance,NBFI,Invoice Payment,High,USA->ARE,USA->ARE,2025-03-28,2025-03-24,2025-03-01,11.076389570648626,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,0.7783019394702786,0.7783019394702786,7.78,108137.91,138842.46684210526,83390.95247926656,19.0,2638006.87,0.5976269561710597,0.8899806829830564,11.12,0.3627779848219152,1.0,0.0,1.2349076080829848,0.75,4.7,2.213083822120316,1.5,24.26,24.26,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000692,2025-03-28,CUST_A103,RCV_B202,USA,RUS,Mercury Trust,Continental Finance,USD,78364.2,Wire,NBFI,Capital Goods,High,USA->RUS,USA->RUS,2025-03-28,2025-03-24,2025-03-01,11.269135230244677,2,41,107795.87,29431.67,41,107795.87,29431.67,0.6745,0.6745,6.74,93747.88,135651.78238095238,83225.34517528237,21.0,2848687.43,0.8359037025690607,0.6883429832618656,8.6,1.8091838169377719,1.0,16.18,6.712916826638057,3.0,100.0,0.9413356188251384,0.875,0.0,100.0,60.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000683,2025-03-26,CUST_A105,RCV_B201,USA,RUS,Continental Finance,Atlantic Bank,USD,145734.46,Trade Finance,Corporate,Capital Goods,Medium,USA->RUS,USA->RUS,2025-03-26,2025-03-24,2025-03-01,11.889548339373613,1,37,80003.71,25372.890000000007,86,80558.525,26703.284999999996,1.7473528192886179,1.6462831504625743,17.47,80003.71,80722.42882352941,38626.27419364683,17.0,1372281.29,1.8215962734728175,1.6831038595786603,21.04,0.8418536272019058,1.0,0.0,0.8418536272019058,1.0,0.0,0.6031886124828885,0.5714285714285714,0.0,0.0,50.0,45.0,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000658,2025-03-25,CUST_A103,RCV_B204,USA,DEU,Atlantic Bank,Harbor Bank,USD,169068.14,Trade Finance,NBFI,Capital Goods,High,USA->DEU,USA->DEU,2025-03-25,2025-03-24,2025-03-01,12.038063022667576,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,0.6745,0.6745,6.74,119102.68,177514.5,149738.45439624274,15.0,2662717.5,1.4195158328930972,0.05640742075278108,5.99,6.731786269036292,3.0,100.0,6.713559274584645,2.5,100.0,7.967253396302502,4.5,100.0,100.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000663,2025-03-25,CUST_A103,RCV_B201,USA,DEU,Atlantic Bank,Mercury Trust,USD,167914.4,Trade Finance,NBFI,Intercompany Transfer,High,USA->DEU,USA->DEU,2025-03-25,2025-03-24,2025-03-01,12.03121556012215,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,0.654965769809657,0.654965769809657,6.55,124705.61499999999,176986.6025,144998.05021524354,16.0,2831785.64,1.3464862829151678,0.06256775512865662,4.95,6.731786269036292,3.0,100.0,6.713559274584645,2.5,100.0,7.967253396302502,4.5,100.0,100.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000665,2025-03-25,CUST_A103,RCV_B206,USA,ZAF,Continental Finance,Mercury Trust,USD,61589.81,Trade Finance,NBFI,Services,High,USA->ZAF,USA->ZAF,2025-03-25,2025-03-24,2025-03-01,11.02826795008024,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,0.9165431980917008,0.9165431980917008,9.17,109610.56,140397.82904761905,86483.79374873188,21.0,2948354.41,0.5618966822174798,0.9112460916849477,11.39,0.9669399404260169,1.0,0.0,1.7469639046660541,1.0,14.94,0.5547647183685366,1.0,0.0,14.94,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000677,2025-03-25,CUST_A103,RCV_B204,USA,DEU,Mercury Trust,Harbor Bank,USD,50117.52,Trade Finance,NBFI,Family Support,High,USA->DEU,USA->DEU,2025-03-25,2025-03-24,2025-03-01,10.822145879443923,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,1.3394795728361415,1.3394795728361415,13.39,130308.55,176452.94352941177,140684.96647296974,17.0,2999700.04,0.3846065357952337,0.8980023004354557,11.23,6.731786269036292,3.0,100.0,6.713559274584645,2.5,100.0,7.967253396302502,4.5,100.0,100.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000656,2025-03-24,CUST_A103,RCV_B206,USA,ARE,Atlantic Bank,Harbor Bank,USD,214033.58,Trade Finance,NBFI,Intercompany Transfer,High,USA->ARE,USA->ARE,2025-03-24,2025-03-24,2025-03-01,12.273892869734974,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,0.7697001807212723,0.7697001807212723,7.7,101063.02,132107.70117647058,85459.90188067776,17.0,2245830.92,2.117822918808482,0.9586470031046527,15.97,3.558970707615235,1.0,51.18,1.2349076080829848,0.75,4.7,2.213083822120316,1.5,24.26,51.18,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000635,2025-03-22,CUST_A103,RCV_B206,GBR,USA,Harbor Bank,Mercury Trust,USD,111820.57,Trade Finance,NBFI,Services,High,GBR->USA,GBR->USA,2025-03-22,2025-03-17,2025-03-01,11.624659754904178,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,0.021724839164158332,0.021724839164158332,0.22,102626.03,110228.22705882353,42513.47049471037,17.0,1873879.8599999999,1.0895926696180298,0.03745502125907609,1.28,0.6980957789768361,1.0,0.0,4.78598936700887,2.0,75.72,0.40604493443941414,0.5,0.0,75.72,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000636,2025-03-22,CUST_A103,RCV_B205,USA,DEU,Atlantic Bank,Continental Finance,USD,116098.74,Trade Finance,NBFI,Services,High,USA->DEU,USA->DEU,2025-03-22,2025-03-17,2025-03-01,11.662204928234724,2,47,129230.5,39837.640000000014,47,129230.5,39837.640000000014,0.22233676794107265,0.22233676794107265,2.22,130308.55,191470.41846153844,155814.85867526307,13.0,2489115.44,0.8909525890664888,0.4837258725024556,6.05,0.540503192983941,1.0,0.0,0.5578158145526056,1.0,0.0,7.967253396302502,4.5,100.0,100.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000629,2025-03-21,CUST_A101,RCV_B206,USA,RUS,Atlantic Bank,Mercury Trust,USD,136748.04,Trade Finance,Corporate,Family Support,Medium,USA->RUS,USA->RUS,2025-03-21,2025-03-17,2025-03-01,11.825902700149898,1,49,81113.34,27431.65000000001,86,80558.525,26703.284999999996,1.3679674809936697,1.4192945874449536,13.68,83145.23,86503.53521739131,36616.1435552753,23.0,1989581.31,1.6446889376576386,1.3721954281384159,17.15,3.090509018056747,2.0,41.81,1.561260992382304,1.25,11.23,1.4888683038772017,1.25,9.78,41.81,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000619,2025-03-20,CUST_A103,RCV_B205,GBR,USA,Continental Finance,Continental Finance,USD,160179.41,Trade Finance,NBFI,Family Support,High,GBR->USA,GBR->USA,2025-03-20,2025-03-17,2025-03-01,11.984056021494824,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,1.1100389389891616,1.1100389389891616,11.1,101394.715,107106.278125,41888.73075633607,16.0,1713700.45,1.579760937244116,1.267002626165086,15.84,2.8184448876568093,1.0,36.37,4.78598936700887,2.0,75.72,0.40604493443941414,0.5,0.0,75.72,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000620,2025-03-20,CUST_A105,RCV_B201,USA,RUS,Mercury Trust,Harbor Bank,USD,173111.4,Trade Finance,Corporate,Family Support,Medium,USA->RUS,USA->RUS,2025-03-20,2025-03-17,2025-03-01,12.06169637349177,1,37,80003.71,25372.890000000007,86,80558.525,26703.284999999996,2.475127464983294,2.3377990456043145,24.75,78151.79000000001,74948.118125,31912.585064193565,16.0,1199169.89,2.2150663471687593,3.0760053338687623,38.45,3.4672291312989856,1.0,49.34,3.4672291312989856,1.0,49.34,0.6031886124828885,0.5714285714285714,0.0,49.34,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000621,2025-03-20,CUST_A106,RCV_B204,USA,RUS,Atlantic Bank,Harbor Bank,USD,10483.41,Trade Finance,SME,Capital Goods,Medium,USA->RUS,USA->RUS,2025-03-20,2025-03-17,2025-03-01,9.257644670889619,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,0.6303740806469319,0.6575032176730535,6.3,14012.57,14525.98,6536.972289380083,13.0,188837.74,0.7481432742173634,0.6184162668958425,7.73,1.6907716797545953,1.0,13.82,0.9076002458887081,2.0,20.0,1.5587486361868885,2.5,30.0,30.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000584,2025-03-15,CUST_A101,RCV_B201,USA,RUS,Continental Finance,Continental Finance,USD,61278.23,Trade Finance,Corporate,Family Support,Medium,USA->RUS,USA->RUS,2025-03-15,2025-03-10,2025-03-01,11.023196239061377,1,49,81113.34,27431.65000000001,86,80558.525,26703.284999999996,0.4877133418879284,0.4870022163003539,4.88,82129.285,82635.0325,33091.798027587574,20.0,1652700.65,0.7461191218211628,0.6453805405857824,8.07,0.5645422234595996,1.0,0.0,1.0617311101748144,1.3333333333333333,6.67,1.4888683038772017,1.25,9.78,9.78,50.0,45.0,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000583,2025-03-15,CUST_A103,RCV_B201,USA,RUS,Atlantic Bank,Mercury Trust,USD,93747.88,Remittance,NBFI,Services,High,USA->RUS,USA->RUS,2025-03-15,2025-03-10,2025-03-01,11.448374997094628,2,41,107795.87,29431.67,41,107795.87,29431.67,0.3219446689569431,0.3219446689569431,3.22,116204.04999999999,145875.00833333333,85249.47933675472,18.0,2625750.15,0.8067522603558139,0.6114656504518858,7.64,0.53877008221099,1.0,0.0,0.53877008221099,1.0,0.0,0.9413356188251384,0.875,0.0,0.0,60.0,45.0,Low,False,Customer risk rating is High; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000576,2025-03-14,CUST_A103,RCV_B206,USA,ZAF,Mercury Trust,Atlantic Bank,USD,54891.76,Trade Finance,NBFI,Family Support,High,USA->ZAF,USA->ZAF,2025-03-14,2025-03-10,2025-03-01,10.913136742662767,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,1.028835859803523,1.028835859803523,10.29,120926.58,148935.10842105263,86599.20968487128,19.0,2829767.06,0.45392634109060226,1.0859608160775376,13.57,1.4745674154420862,1.0,9.49,1.1484517731962858,1.0,2.97,0.5547647183685366,1.0,0.0,9.49,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000566,2025-03-12,CUST_A106,RCV_B205,USA,RUS,Continental Finance,Harbor Bank,USD,18382.3,Trade Finance,SME,Capital Goods,Medium,USA->RUS,USA->RUS,2025-03-12,2025-03-10,2025-03-01,9.819197922775267,1,30,15336.224999999999,5192.509999999998,74,16891.605000000003,6573.849999999999,0.39568100735482475,0.15295052024308395,3.96,14012.57,14932.27909090909,6533.224409119693,11.0,164255.07,1.3118435804424171,0.5280732289365482,6.6,0.6258699116128944,1.0,0.0,0.40337927214731556,0.5,0.0,1.5587486361868885,2.5,30.0,30.0,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000547,2025-03-10,CUST_A101,RCV_B202,USA,RUS,Harbor Bank,Atlantic Bank,USD,37901.16,Trade Finance,Corporate,Family Support,Medium,USA->RUS,USA->RUS,2025-03-10,2025-03-10,2025-03-01,10.542763381530964,1,49,81113.34,27431.65000000001,86,80558.525,26703.284999999996,1.0625177636051781,1.0774851368473952,10.63,81113.34,80582.80294117646,30938.591324605048,17.0,1369907.65,0.4672617352460151,1.3795599965546044,17.24,0.36907977400544567,1.0,0.0,1.0617311101748144,1.3333333333333333,6.67,1.4888683038772017,1.25,9.78,9.78,50.0,45.0,Low,False,Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000530,2025-03-08,CUST_A103,RCV_B205,GBR,USA,Harbor Bank,Harbor Bank,USD,79609.04,Trade Finance,NBFI,Invoice Payment,High,GBR->USA,GBR->USA,2025-03-08,2025-03-03,2025-03-01,11.284895494531938,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,0.7755858269980069,0.7755858269980069,7.76,105751.535,112661.34714285714,41712.5223582589,14.0,1577258.8599999999,0.7527932336868679,0.7923833245800569,9.9,0.9242930860626973,1.0,0.0,0.13949957511782607,0.25,0.0,0.40604493443941414,0.5,0.0,0.0,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000504,2025-03-05,CUST_A103,RCV_B202,USA,ARE,Continental Finance,Harbor Bank,USD,270769.11,ACH,NBFI,Intercompany Transfer,High,USA->ARE,USA->ARE,2025-03-05,2025-03-03,2025-03-01,12.509025437266562,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,1.3575337909608645,1.3575337909608645,13.58,98646.88,124720.11818181818,88464.87840040278,11.0,1371921.3,2.7448319703572985,1.6509262710693655,24.93,5.464523567538157,1.0,89.29,1.8430230251011208,0.5,16.86,2.213083822120316,1.5,24.26,89.29,65.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High; High-value cross-border transfer,No immediate action; retain for monitoring and periodic review.
TXN000505,2025-03-05,CUST_A103,RCV_B204,USA,RUS,Mercury Trust,Harbor Bank,USD,174003.5,ACH,NBFI,Family Support,High,USA->RUS,USA->RUS,2025-03-05,2025-03-03,2025-03-01,12.066836439931214,2,41,107795.87,29431.67,41,107795.87,29431.67,1.5173126919063717,1.5173126919063717,15.17,108177.06,144220.39117647058,87439.65083921656,17.0,2451746.65,1.6085064615362998,0.3406133091530111,8.69,1.113436340333785,1.0,2.27,1.113436340333785,1.0,2.27,0.9413356188251384,0.875,0.0,2.27,60.0,45.0,Low,False,Customer risk rating is High; Transaction involves configured elevated-risk country,No immediate action; retain for monitoring and periodic review.
TXN000468,2025-02-28,CUST_A103,RCV_B202,USA,ARE,Atlantic Bank,Mercury Trust,USD,49550.36,Trade Finance,NBFI,Intercompany Transfer,High,USA->ARE,USA->ARE,2025-02-28,2025-02-24,2025-02-01,10.81076498640468,2,37,139744.96,65100.249999999985,37,139744.96,65100.249999999985,0.9345011378604539,0.9345011378604539,9.35,103392.395,132237.09399999998,89370.48730691483,10.0,1322370.94,0.479245693070559,0.9252129700942371,11.57,0.508911431464507,1.0,0.0,1.051313406937896,2.0,20.0,0.7802632098858028,1.2,4.0,20.0,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000463,2025-02-27,CUST_A103,RCV_B206,GBR,USA,Harbor Bank,Mercury Trust,USD,146191.56,Trade Finance,NBFI,Intercompany Transfer,High,GBR->USA,GBR->USA,2025-02-27,2025-02-24,2025-02-01,11.89267993581003,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,0.7826749665646385,0.7826749665646385,7.83,105751.535,112078.1375,43327.04656779991,12.0,1344937.65,1.3824060331606534,0.7873470546075173,9.84,0.6717510403896859,1.0,0.0,1.6231316770717021,1.3333333333333333,12.46,1.7605513244647428,1.3333333333333333,15.21,15.21,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000458,2025-02-26,CUST_A103,RCV_B201,USA,ZAF,Continental Finance,Harbor Bank,USD,137286.06,Trade Finance,NBFI,Family Support,High,USA->ZAF,USA->ZAF,2025-02-26,2025-02-24,2025-02-01,11.829829341138357,2,45,116259.92,40232.67999999999,45,116259.92,40232.67999999999,0.35250277709563477,0.35250277709563477,3.53,132279.375,161826.409375,86726.06801705546,16.0,2589222.55,1.037849324582914,0.2829639338678875,3.54,3.1515247651669043,1.0,43.03,0.6408735247197798,1.0,0.0,0.39593076893358176,0.5454545454545454,0.0,43.03,50.0,45.0,Low,False,Sudden time-period change in transaction amount or count; Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
TXN000454,2025-02-25,CUST_A103,RCV_B203,USA,GBR,Mercury Trust,Continental Finance,USD,306805.48,Wire,NBFI,Intercompany Transfer,High,USA->GBR,USA->GBR,2025-02-25,2025-02-24,2025-02-01,12.633972469503817,2,35,128672.26,40700.76999999999,35,128672.26,40700.76999999999,2.9520536562330397,2.9520536562330397,29.52,128672.26,136834.51733333332,51149.20613989488,15.0,2052517.76,2.3843948959938994,3.3230420468655972,41.54,2.3843948959938994,1.0,27.69,0.9563156993592893,0.3333333333333333,0.0,1.224193582218769,1.2857142857142858,5.71,27.69,65.0,45.0,Low,False,Customer risk rating is High; High-value cross-border transfer,No immediate action; retain for monitoring and periodic review.
TXN000455,2025-02-25,CUST_A103,RCV_B201,GBR,USA,Continental Finance,Mercury Trust,USD,120727.06,Trade Finance,NBFI,Services,High,GBR->USA,GBR->USA,2025-02-25,2025-02-24,2025-02-01,11.70129585728322,2,36,112748.845,28820.535000000003,36,112748.845,28820.535000000003,0.18671776972564863,0.18671776972564863,1.87,101394.715,100658.3,31634.123826549705,10.0,1006583.0,1.1906642274205317,0.6344022711056344,7.93,0.4974080015873935,0.5,0.0,1.6231316770717021,1.3333333333333333,12.46,1.7605513244647428,1.3333333333333333,15.21,15.21,50.0,45.0,Low,False,Customer risk rating is High,No immediate action; retain for monitoring and periodic review.
